sentence1,sentence2,label
就是那种百分率就是如果我今天存一百然后呢我就这么一直不了明年明年我有，拿过来呢，嗯就是，就是说我的那个利率利润利率多少,微众app怎么不是官方应用,0
通话时要输入身份证，我的身份证后面有个英文字母,今天有电话过来要我报身份证后四位,0
下腹痛,右下腹部有压痛,1
3000 元逾期十天应收利息是多少？,可以伸请迟一点还吗,0
一直没打来,电话审核要多长时间,0
为什么我的正确身份信息显示错误啊,身份信息错误次数过多,0
我为什么会降额？,会降额吗？,0
借钱,微粒贷怎么借款,0
你好我为什么收不到验证码,为什么收验证码还是以前的号码,0
坏死性胆囊炎,坏死性胆囊炎,1
你好我的账户和密码忘记了怎么办,这号不是我的我盗的会还的密码也没改别举报我行不,0
提交后显示未满足审批要求,怎么满足审批要求,0
关闭微粒贷,我能取消订单吗,0
为什么我没有额度 为什么我没有微粒贷,为什么看到客服端没有额度！说什么评估不通过要怎么样才算通过,0
你好…我提前还清借款还可以再借吗？,一个微信号可以贷款几次？,0
之前绑定的银行卡掉了怎么办,QQ绑定微信,0
如何更改每个月的还款日期及金额？,在还款日第二天将逾期部分还清可以吗,0
借款,/微笑按错了，问下要什么条件才可以微粒,0
会随便扣钱么,扣款矢败,0
你未满足微众银行的审批要求什么意思,如何达到微众银行审批要求,0
咋样才能获得受邀客户,借两个钱给我啊,0
还款日都是每个月的16号吗？,贷款之后，多久可以还款？,0
微信和QQ的微粒贷是连通的么,如何开通,0
开户怎么说我验证码失败,微粒贷为什么我开通不了。我什么时候能开通 我身边的朋友都有 就我没有,0
建设银行支持吗,微粒贷换银行卡,0
如何成为客人,帮助进入微粒贷,0
借款什么时候到账呐,三分钟过了还没收到,0
那个我绑定的银行卡怎么解绑不了,怎么不能充值？,0
今下午才看到还款信息，钱已存,人工,0
请问为何我扣扣开通不了？,我征信没问题，为什么没额度,0
痰异常,咯少量粘痰,1
核实了啊，但未能通过。什么意思啊？,审核需要哪些标准,0
阿托伐他定,阿托伐他汀钙片,1
图标看不到微粒贷,qq微粒贷从那里进入,0
1万元一天多钱利息,“怎么计算”,0
27号是还款日，28号还，这样是逾期吗,你好，偶尔逾期一天或者两天会不会有不良记录？,0
如果提前还清款项。可以在借款 还款后能否在借钱,我提前还款了为什么显示的是未还,0
为何钱还未到？,hi，结款成功多久到账,0
iph7抢购,抢购的iphone7有没有发票,0
关注这么久了，还是没成为你们的受邀客户,QQ也是没有,0
多久到,借钱期间,0
不可以提前还吗，,一次性提前还款要不要付利息的,0
为什么凌晨扣款没有扣？,为什么自动还款扣款失败,0
为什么我未通过呢？,为什么我申请不了微粒贷,0
为什么已经提前还清了却不能借了,一次性还清还能再借吗,0
腰椎间盘突出,患腰椎间盘突出症,1
一直没有人打电话给我,1.5小时还没联系,0
为什么我的一直无法借贷呀,你好！请问怎样才可以申请你公司向借贷款项,0
一个微信号可以贷款几次？,借款也是有限度的吧？,0
怎么取消这个,提示未达到综合,0
一万元代款、一天利息是多少?,5000元 分20个月还 一共要多少利息,0
刚才申请了借款电话没接到，可以取消吗，不借了,怎么撤销借款,0
这个安全么,填好所有资料需要几日才能生效成功,0
你们的客服电话号码是？,一般多少分钟后打电话来,0
、我想申请微粒贷,QQ的微粒贷咋开通,0
大便异常，其他的,大便每天4-5次,1
我已资金充足 没有扣款啊,还款失败,0
微粒货介绍 看不到微粒货,QQ上有微粒贷额度，为什么微信上没有呢,0
银行卡绑定错误,一定要财付通绑定的银行卡吗,0
10月还款通知短信,3了不要,0
提现,为什么不能刷信用卡？要充值才能刷很不方便，也很傻啊！建议改进！,0
农行充值限额,请问一下，微众转到银行卡有没有限额？,0
怎么修改银行密码,重置交易密码总是提示系统繁忙出错更改不了为什么,0
借钱怎么显示失败,身份信息输入错误导致无法借款,0
还了一笔借款，但没法在贷了,我的钱已还了,0
上班！下班给我打电话可好?,可以主动打电话过去吗,0
你好，借款多长时间能到,一般审核时间是好多天？,0
请再打一次,现在3分钟已经过了 是不是3分钟到 了沒打过来 就是沒借成功,0
借一万元 6个月要多少利息,我如果提前还部分借款的话，计算利息的本金是否减少呢,0
今天是我的还款日，申请延期10天左右还款,我迟了一天还款，属于逾期吗？会有记录吗？,0
你说还款什么还,/:|-)还没开通,0
请问 转账提示说对方银行处理失败 是怎么回事,您好，我的账户理财利息计算的不正确，这怎么办,0
说了半天一个问题都没解决,不是邀请的客户可以申请贷款吗,0
我为什么会借款失败啊，什么原因,为什么我的微粒贷存在账户异常？,0
不能收到验证码呢？,为什么到最后一步输入验证码就没反应了呢,0
还是不能登录，已经很久不能登录了！为什么以前都能登录现在却不能了！应该找哪个部门投诉？,银行下载了，怎么不能登陆,0
腹痛,腹部压痛,1
什么时间答复我,但是打电话都没有给我打过来，什么说没通过吗？,0
微粒贷的日计息,提前清贷有手续费吗,0
咋样才能成为微粒货客户呢,卡里的钱够还款的  怎么还没还款,0
怎么用微业贷款,如何使用这个业务,0
为何我没借钱功能,请问什么时候才有资格发放,0
分期后提前还款还要利息么？,任何时候都可以提前还款吗？,0
我申请了贷款 收到了验证码 但是输上验证码后点下一步又回到了借款页面,我银行卡手机号变更了，微粒贷款时还是往以前号码发验证码怎么办？,0
3.如何还款,借款了怎么电话还没打过来,0
怎么领优惠券,微粒贷的活动免息的劵怎么领取？,0
12号我的还款日,18日当天24点还款都是可以的吧,0
你好 我也想借点贷款  怎么办理,为什么不可以借贷,0
还款提醒,申请后，不管成功与否都会有短信通知，是吗？,0
腹部瘢痕,下腹部可见一长约10cm横行手术瘢痕,1
一般借了多久能放款,为什收不到微粒贷,0
为什么有钱在账户还不扣款呀,3100元借10个月每月还多钱,0
为啥我的综合评分未通过,之前一直能正常借钱，这次还款之后额度显示有1000，但是借钱却提示综合评估未通过,0
1138号已经回复了我的问题，谢谢了,5月13曰借款为什么不是6月13日还款曰，为什么是7月7日,0
2天没接到银行的电话确认，该怎么处,不是说有电话确认吗？没有接到过电话哦,0
一般什么时候来电,我一直在等待电话确认,0
可以增加额度 额度用完了,余额,0
未满足审批要求,未满足条件是什么意思,0
为什么没有对我开放啊,如何申请货款,0
格列吡嗪片,格列吡嗪片,1
借款后几天能来电,借钱后等电话确认,0
开通微粒贷下,开通了微粒贷，可以贷多少？,0
氟哌噻吨美利曲辛片,氟哌噻吨美利曲辛片,1
这有还款记录吗？,这个月没还款记录嘛,0
替吉奥,替吉奥胶囊,1
一共是分的十期吗,10000分五期、一期是多少天,0
微粒贷需要信用卡吗？,你好别人给我账号说可以用微粒贷是真的假的,0
优惠卷哪里有,免息券,0
在哪里贷呀,QQ升级后。怎么找不到微粒贷了,0
可以不分期还款吗，到期前一次性还完,我全部提前还清怎么没恢复额度,0
我今天该还款,假如明天是还款日，下午存钱到代扣卡里可以吗？,0
个人信息填不进去咋办,什么信息格式就可以,0
苹果手机不可以吗？,请问我换了手机登录微信 就没有看到微粒贷了,0
腹部瘢痕,右下腹可见一长约5cm手术瘢痕,1
血尿,尿血,1
你好，到我咨询了吗,您好，我想提高额度，怎么办？^_^,0
叩顶,叩顶,1
三千日息是多少？,两千五借一个月是多少利息,0
不能还信用卡吗？,我想问一下什么叫违约金,0
我手机没有可以申请嘛,微粒贷申请时，会发验证码到手机号，请问那个手机号是什么手机号码，可以改吗,0
一般借款电话收到后，几天才到款,我想问下，怎么知道没被确认,0
开通,.我有开通微粒贷的资格吗,0
我要提前还款,我想提前还款为什么不行,0
乙型肝炎病毒,乙型肝炎病毒,1
可以通过微信还钱吗,您好，我能否从微信绑定其他卡里还款？,0
21号还可以吗？公司推迟了一天发工资,10号还款日当天主动还款会不会造成逾期，不会上个人征信吧？,0
降压药物,降压药物,1
引流液,引流液,1
我想把钱全部还完还能不能借口,你好，我如果今天借款明天还要支付借款期限内的全部利息吗？,0
微信钱包可以自动扣款吗,微粒贷可以用于信用卡还款吗,0
腹胀,上腹正中部饱胀,1
你们的经营方式,联系方式,0
审批不成功,怎么才能审批呢？,0
还款日24小时都行吗,你好，我银行卡中有足够余额，但是还款日没有自动扣除钱，不知有什么问题,0
借款 可以提现嘛？,可以支付宝取现吗？,0
罚息是多少,请问百分之0.05的月息是多少？,0
你好微粒贷怎么申请,你这里可以代款吗,0
12日过了为何没有扣款呢？,你好  今天扣款没有成功，怎么办呀,0
5个月还款完的话就自动取消吧,取消订单,0
申请推迟几天还款可以吗,推后还款几天,0
你们电话是多少,多少分钟才打电话过来认证？,0
重新绑定手机号,预留手机号码,0
未满足审批要求。无法查看额度什么意思？,有10000额度啊几天前看到的，现在又看不到了,0
为什么储蓄卡有钱，但是却显示还款失败,不能主动还款,0
我比他们的消费还多呀,账务,0
信号差收不到电话,其他时间是否为当天再次来电?,0
申请借款后电话确认大概要多久才来电？,借款后一定会有电话打给我吗,0
还款后  额度怎么提的更高一点,我有借款资格，但没有额度,0
有一笔借款等待银行电话确认。为什么收不到确认电话？,没有接到确认电话,0
到了还款日你们会提前通知我吗？,不想收到还款成功短信通知,0
开通了可以取消吗,刚申请，电话还没接听呢，想取消。,0
可以申請延遲還款嗎？,我如果推迟两天款会扣多少钱,0
右侧乳房缺如,右侧乳房缺如,1
说我未满足条件,是不符合你们的要求吗,0
'怎么才能有,什么时候可以邀请我呢,0
我QQ怎么没微粒贷？,这个借款跟QQ是一起的么,0
能贷多少额度,涨额度,0
借款可用来还信用卡吗,免违约金是什么,0
我09年就用拍拍买东西，为什么没有微粒贷,QQ钱包在哪里？,0
信用贷款,为什么微粒贷有额度但是借不了钱？,0
借了两次都失败为什么？,你好，请问，我的借款申请为什么失败了呢？,0
跟骨骨折,右跟骨骨折,1
你好，我的微粒贷为什么没有开通？怎么开通,开通需要,0
